Location Title,Latitude {N+/S-},Longitude {E+/W-},TimeZone {+/- GMT},Elevation {m}
LOCATION_Chicago Midway Ap_IL_USA_TMY3_725340,41.78,-87.75,-6,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Design Conditions,Title of Design Condition,,Design Stat,ColdestMonth,DB996,DB990,DP996,HR_DP996,DB_DP996,DP990,HR_DP990,DB_DP990,WS004c,DB_WS004c,WS010c,DB_WS010c,WS_DB996,WD_DB996,Design Stat,HottestMonth,DBR,DB004,WB_DB004,DB010,WB_DB010,DB020,WB_DB020,WB004,DB_WB004,WB010,DB_WB010,WB020,DB_WB020,WS_DB004,WD_DB004,DP004,HR_DP004,DB_DP004,DP010,HR_DP010,DB_DP010,DP020,HR_DP020,DB_DP020,EN004,DB_EN004,EN010,DB_EN010,EN020,DB_EN020,#Hrs_8-4_&_DB-12.8/20.6,Design Stat,WS010,WS025,WS050,WBmax,DBmin_mean,DBmax_mean,DBmin_stddev,DBmax_stddev,DBmin05years,DBmax05years,DBmin10years,DBmax10years,DBmin20years,DBmax20years,DBmin50years,DBmax50years
,,,Units,{},{°C},{°C},{°C},{},{°C},{°C},{},{°C},{m/s},{°C},{m/s},{°C},{m/s},{deg},Units,{},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{m/s},{deg},{°C},{},{°C},{°C},{},{°C},{°C},{},{°C},{kJ/kg},{°C},{kJ/kg},{°C},{kJ/kg},{°C},{},Units,{m/s},{m/s},{m/s},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C},{°C}
1,Climate Design Data 2013 ASHRAE Handbook,,Heating,1,-17.7,-14.8,-23.3,0.5,-16.7,-20.7,0.6,-14.1,12.1,-1.6,11,-0.4,5.4,270,Cooling,7,8.8,33,23.7,32,22.9,30.3,22.2,25.5,31.2,24.5,29.5,23.6,28.3,5.6,220,23.8,19.1,28.9,22.8,17.9,27.8,22.2,17.2,27.1,79.3,31.4,75,29.5,71.1,28.3,630,Extremes,10.9,9.5,8.6,29.6,-21.3,36.1,3.2,2.2,-23.6,37.6,-25.5,38.9,-27.3,40.2,-29.7,41.8
Number of Typical/Extreme Periods,Period Name,Period Type,Period Start Day,Period End Day,<repeat to # periods>
6,Summer - Week Nearest Max Temperature For Period,Extreme,7/13,7/19,Summer - Week Nearest Average Temperature For Period,Typical,8/17,8/23,Winter - Week Nearest Min Temperature For Period,Extreme,1/27,2/ 2,Winter - Week Nearest Average Temperature For Period,Typical,1/13,1/19,Autumn - Week Nearest Average Temperature For Period,Typical,10/20,10/26,Spring - Week Nearest Average Temperature For Period,Typical,4/12,4/18
Number of Ground Temperature Depths,Ground Temperature Depth {m},Soil Conductivity {W/m-K},Soil Density {kg/m3},Soil Specific Heat {J/kg-K},Jan {C},Feb{C},Mar {C},Apr {C},May {C},Jun {C},Jul {C},Aug {C},Sep {C},Oct {C},Nov {C},Dec {C},<repeat to Number of temperature depths>
3,0.5,,,,3.42,-1.36,-2.66,-1.53,4.92,12.14,18.93,23.85,25.28,22.97,17.41,10.39,2,,,,7.71,3.24,1.11,1.03,4.43,9.37,14.68,19.24,21.59,21.15,18.01,13.19,4,,,,10.51,7.04,4.91,4.25,5.51,8.38,11.95,15.46,17.82,18.38,17.03,14.21,,,,,,,,,,,,,,,,,,,,
Leap Year Observed?,Daylight Saving Start Date,Daylight Saving End Date,Number of Holidays,Holiday Name,Holiday Date,<repeat for # Holidays>
No,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment Line #1
Custom/User Format -- WMO#725340
Comment Line #2
 -- Ground temps produced with a standard soil diffusivity of 2.3225760E-03 {m**2/day},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Data Periods [DP],Number of Intervals per Hour,DP Name/Description,DP Start Day of Week,DP Start Day, DP End Day,<repeat to # Data Periods>
1,1,Data,Sunday,1/ 1,12/31
Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2019/1/1,01:00,?9?9?9?9E0?9?9?9*9*9?9?9?9*_?9?9*9*9*9*_*9*9,1.1,0.6,97,99110,9999,9999,268,9999,9999,9999,999999,999999,999999,9999,290,4.0,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-0.6,92,99255,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,320,4.5,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-0.6,92,99255,9999,9999,265,9999,9999,9999,999999,999999,999999,9999,320,5.8,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.0,-0.6,96,99424,9999,9999,272,9999,9999,9999,999999,999999,999999,9999,330,3.1,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.0,-1.1,92,99526,9999,9999,272,9999,9999,9999,999999,999999,999999,9999,340,4.5,8,8,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-2.2,92,99594,9999,9999,257,9999,9999,9999,999999,999999,999999,9999,360,7.2,5,5,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-2.2,92,99763,9999,9999,262,9999,9999,9999,999999,999999,999999,9999,360,4.9,7,7,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-3.9,86,99932,9999,9999,274,9999,9999,9999,999999,999999,999999,9999,20,5.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-4.4,85,100034,9999,9999,273,9999,9999,9999,999999,999999,999999,9999,350,5.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-4.4,85,100068,9999,9999,273,9999,9999,9999,999999,999999,999999,9999,350,4.5,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-4.4,85,100136,9999,9999,273,9999,9999,9999,999999,999999,999999,9999,340,4.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-5.0,81,100102,9999,9999,272,9999,9999,9999,999999,999999,999999,9999,340,4.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-5.0,81,100169,9999,9999,272,9999,9999,9999,999999,999999,999999,9999,340,4.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-5.0,85,100068,9999,9999,270,9999,9999,9999,999999,999999,999999,9999,350,3.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-5.0,85,100068,9999,9999,270,9999,9999,9999,999999,999999,999999,9999,10,4.0,10,10,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.6,84,100136,9999,9999,255,9999,9999,9999,999999,999999,999999,9999,350,2.7,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.6,84,100136,9999,9999,255,9999,9999,9999,999999,999999,999999,9999,340,2.7,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.6,84,100203,9999,9999,267,9999,9999,9999,999999,999999,999999,9999,330,2.7,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.6,84,100271,9999,9999,260,9999,9999,9999,999999,999999,999999,9999,330,2.7,9,9,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-6.1,80,100169,9999,9999,256,9999,9999,9999,999999,999999,999999,9999,330,2.2,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.0,88,100136,9999,9999,246,9999,9999,9999,999999,999999,999999,9999,310,2.2,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.0,88,100136,9999,9999,268,9999,9999,9999,999999,999999,999999,9999,350,2.2,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.0,88,100068,9999,9999,255,9999,9999,9999,999999,999999,999999,9999,0,0.0,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/1,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-4.4,92,100034,9999,9999,269,9999,9999,9999,999999,999999,999999,9999,0,0.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-4.4,92,100102,9999,9999,252,9999,9999,9999,999999,999999,999999,9999,0,0.0,7,7,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-3.9,93,99966,9999,9999,249,9999,9999,9999,999999,999999,999999,9999,0,0.0,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-3.9,93,99932,9999,9999,258,9999,9999,9999,999999,999999,999999,9999,0,0.0,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-4.4,89,99865,9999,9999,258,9999,9999,9999,999999,999999,999999,9999,240,1.3,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-3.9,92,99831,9999,9999,258,9999,9999,9999,999999,999999,999999,9999,240,2.2,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-3.9,88,99797,9999,9999,260,9999,9999,9999,999999,999999,999999,9999,220,3.1,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-3.9,88,99865,9999,9999,260,9999,9999,9999,999999,999999,999999,9999,200,2.2,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-3.3,92,99797,9999,9999,261,9999,9999,9999,999999,999999,999999,9999,200,3.1,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-2.8,92,99797,9999,9999,277,9999,9999,9999,999999,999999,999999,9999,200,3.1,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-2.2,96,99695,9999,9999,264,9999,9999,9999,999999,999999,999999,9999,210,3.1,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-2.2,92,99594,9999,9999,266,9999,9999,9999,999999,999999,999999,9999,210,3.1,8,8,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-2.8,88,99458,9999,9999,266,9999,9999,9999,999999,999999,999999,9999,240,4.9,8,8,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-3.3,89,99391,9999,9999,269,9999,9999,9999,999999,999999,999999,9999,230,6.3,9,9,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-3.9,85,99221,9999,9999,276,9999,9999,9999,999999,999999,999999,9999,230,4.5,10,10,777.7,77777,0,'999199999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-3.9,85,99153,9999,9999,276,9999,9999,9999,999999,999999,999999,9999,240,6.7,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-4.4,85,99120,9999,9999,273,9999,9999,9999,999999,999999,999999,9999,240,6.7,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-5.0,81,99086,9999,9999,272,9999,9999,9999,999999,999999,999999,9999,240,7.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-5.0,78,99120,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,230,3.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-5.0,78,99153,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,230,3.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-6.1,75,99323,9999,9999,271,9999,9999,9999,999999,999999,999999,9999,250,7.2,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-6.7,72,99323,9999,9999,249,9999,9999,9999,999999,999999,999999,9999,260,3.1,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-6.7,75,99255,9999,9999,240,9999,9999,9999,999999,999999,999999,9999,240,4.0,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-6.1,78,99289,9999,9999,241,9999,9999,9999,999999,999999,999999,9999,240,6.7,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/2,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-6.1,81,99255,9999,9999,239,9999,9999,9999,999999,999999,999999,9999,230,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-6.1,81,99289,9999,9999,241,9999,9999,9999,999999,999999,999999,9999,230,4.9,3,3,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,99255,9999,9999,243,9999,9999,9999,999999,999999,999999,9999,220,4.9,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,99323,9999,9999,237,9999,9999,9999,999999,999999,999999,9999,220,4.0,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,99255,9999,9999,229,9999,9999,9999,999999,999999,999999,9999,220,3.6,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.4,-6.1,88,99221,9999,9999,228,9999,9999,9999,999999,999999,999999,9999,200,2.7,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.4,-6.1,88,99255,9999,9999,228,9999,9999,9999,999999,999999,999999,9999,230,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.4,-6.1,88,99289,9999,9999,228,9999,9999,9999,999999,999999,999999,9999,230,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.4,-5.6,91,99289,9999,9999,228,9999,9999,9999,999999,999999,999999,9999,220,3.6,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.0,88,99289,9999,9999,232,9999,9999,9999,999999,999999,999999,9999,220,4.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-5.0,78,99289,9999,9999,246,9999,9999,9999,999999,999999,999999,9999,220,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.0,-5.0,69,99221,9999,9999,252,9999,9999,9999,999999,999999,999999,9999,210,5.8,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.7,-3.9,67,99086,9999,9999,259,9999,9999,9999,999999,999999,999999,9999,210,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.7,-3.9,67,99153,9999,9999,259,9999,9999,9999,999999,999999,999999,9999,210,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,-2.8,65,98916,9999,9999,267,9999,9999,9999,999999,999999,999999,9999,220,6.7,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,-2.2,68,98950,9999,9999,267,9999,9999,9999,999999,999999,999999,9999,220,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,-2.2,68,98883,9999,9999,267,9999,9999,9999,999999,999999,999999,9999,210,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,-1.7,73,98883,9999,9999,266,9999,9999,9999,999999,999999,999999,9999,210,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,-1.7,73,98916,9999,9999,266,9999,9999,9999,999999,999999,999999,9999,220,7.6,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,-1.7,73,98984,9999,9999,257,9999,9999,9999,999999,999999,999999,9999,220,7.6,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-1.7,76,98883,9999,9999,255,9999,9999,9999,999999,999999,999999,9999,210,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.7,-1.7,78,98883,9999,9999,253,9999,9999,9999,999999,999999,999999,9999,210,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-1.7,82,98883,9999,9999,251,9999,9999,9999,999999,999999,999999,9999,220,6.3,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-1.7,82,98849,9999,9999,251,9999,9999,9999,999999,999999,999999,9999,220,3.6,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/3,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-2.2,82,98713,9999,9999,248,9999,9999,9999,999999,999999,999999,9999,230,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/4,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-2.2,82,98781,9999,9999,248,9999,9999,9999,999999,999999,999999,9999,230,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/4,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-2.2,82,98679,9999,9999,248,9999,9999,9999,999999,999999,999999,9999,220,4.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/1/4,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.0,-2.8,82,98612,9999,9999,246,9999,9999,9999,999999,999999,999999,9999,220,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
