Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2019/3/9,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,1.7,93,97223,9999,9999,300,9999,9999,9999,999999,999999,999999,9999,90,8.9,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,2.8,100,97054,9999,9999,301,9999,9999,9999,999999,999999,999999,9999,120,4.5,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,2.8,97,96986,9999,9999,285,9999,9999,9999,999999,999999,999999,9999,120,4.0,7,7,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.9,3.3,96,96918,9999,9999,282,9999,9999,9999,999999,999999,999999,9999,120,4.9,5,5,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.9,3.9,100,96885,9999,9999,307,9999,9999,9999,999999,999999,999999,9999,170,4.9,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.6,5.0,96,96851,9999,9999,316,9999,9999,9999,999999,999999,999999,9999,200,4.0,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,5.6,97,96817,9999,9999,319,9999,9999,9999,999999,999999,999999,9999,220,7.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/9,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.0,3.3,89,97020,9999,9999,312,9999,9999,9999,999999,999999,999999,9999,250,8.0,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,2.2,93,97155,9999,9999,303,9999,9999,9999,999999,999999,999999,9999,240,9.8,10,10,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,0.0,86,97460,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,250,11.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,0.0,86,97562,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,260,9.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,0.0,86,97731,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,250,9.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,0.0,86,97765,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,250,10.7,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,0.0,86,97968,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,250,9.4,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-0.6,82,98104,9999,9999,277,9999,9999,9999,999999,999999,999999,9999,250,9.8,7,7,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-1.7,76,98273,9999,9999,270,9999,9999,9999,999999,999999,999999,9999,250,6.7,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-2.2,79,98476,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,260,8.0,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-2.8,75,98612,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,260,8.0,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-2.8,75,98747,9999,9999,288,9999,9999,9999,999999,999999,999999,9999,250,11.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-2.8,75,98950,9999,9999,288,9999,9999,9999,999999,999999,999999,9999,240,9.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-2.8,75,98984,9999,9999,288,9999,9999,9999,999999,999999,999999,9999,240,9.8,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-2.8,78,99153,9999,9999,286,9999,9999,9999,999999,999999,999999,9999,240,9.4,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.7,-2.8,72,99289,9999,9999,277,9999,9999,9999,999999,999999,999999,9999,260,11.2,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-2.2,73,99357,9999,9999,280,9999,9999,9999,999999,999999,999999,9999,250,9.4,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-2.8,70,99357,9999,9999,269,9999,9999,9999,999999,999999,999999,9999,250,8.9,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-3.9,70,99526,9999,9999,257,9999,9999,9999,999999,999999,999999,9999,260,7.6,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-3.9,70,99594,9999,9999,254,9999,9999,9999,999999,999999,999999,9999,260,7.6,1,1,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-5.6,69,99695,9999,9999,241,9999,9999,9999,999999,999999,999999,9999,260,6.3,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-6.1,67,99729,9999,9999,241,9999,9999,9999,999999,999999,999999,9999,260,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-6.7,66,99797,9999,9999,239,9999,9999,9999,999999,999999,999999,9999,270,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-7.2,64,99831,9999,9999,238,9999,9999,9999,999999,999999,999999,9999,280,5.8,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/10,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-7.2,66,99898,9999,9999,236,9999,9999,9999,999999,999999,999999,9999,270,4.5,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-7.2,66,99966,9999,9999,236,9999,9999,9999,999999,999999,999999,9999,270,4.5,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-7.2,69,100000,9999,9999,234,9999,9999,9999,999999,999999,999999,9999,250,4.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-7.2,72,100000,9999,9999,240,9999,9999,9999,999999,999999,999999,9999,260,4.5,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-7.8,69,100034,9999,9999,255,9999,9999,9999,999999,999999,999999,9999,270,2.7,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-8.3,66,100068,9999,9999,254,9999,9999,9999,999999,999999,999999,9999,260,3.6,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-8.3,66,100169,9999,9999,254,9999,9999,9999,999999,999999,999999,9999,270,4.0,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-8.3,66,100237,9999,9999,267,9999,9999,9999,999999,999999,999999,9999,270,4.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.7,-8.9,58,100271,9999,9999,242,9999,9999,9999,999999,999999,999999,9999,310,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-8.9,56,100373,9999,9999,273,9999,9999,9999,999999,999999,999999,9999,270,3.1,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-9.4,52,100406,9999,9999,275,9999,9999,9999,999999,999999,999999,9999,270,3.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,1.1,-8.3,50,100373,9999,9999,253,9999,9999,9999,999999,999999,999999,9999,275,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,-7.8,44,100373,9999,9999,269,9999,9999,9999,999999,999999,999999,9999,280,7.2,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.3,-7.8,44,100440,9999,9999,264,9999,9999,9999,999999,999999,999999,9999,280,7.2,3,3,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.9,-6.1,48,100305,9999,9999,266,9999,9999,9999,999999,999999,999999,9999,270,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,-6.1,47,100271,9999,9999,268,9999,9999,9999,999999,999999,999999,9999,270,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,-6.1,47,100271,9999,9999,259,9999,9999,9999,999999,999999,999999,9999,280,7.2,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,3.9,-6.1,48,100237,9999,9999,257,9999,9999,9999,999999,999999,999999,9999,280,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,-6.1,52,100271,9999,9999,253,9999,9999,9999,999999,999999,999999,9999,260,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.8,-6.1,52,100339,9999,9999,253,9999,9999,9999,999999,999999,999999,9999,260,4.9,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.6,-5.6,64,100339,9999,9999,245,9999,9999,9999,999999,999999,999999,9999,260,3.6,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,0.0,-5.6,66,100339,9999,9999,243,9999,9999,9999,999999,999999,999999,9999,260,3.1,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-5.6,69,100339,9999,9999,241,9999,9999,9999,999999,999999,999999,9999,260,2.2,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-5.0,72,100373,9999,9999,242,9999,9999,9999,999999,999999,999999,9999,260,2.7,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/11,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-5.0,75,100339,9999,9999,240,9999,9999,9999,999999,999999,999999,9999,250,1.3,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.1,-5.0,75,100406,9999,9999,240,9999,9999,9999,999999,999999,999999,9999,250,1.3,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-5.6,78,100373,9999,9999,236,9999,9999,9999,999999,999999,999999,9999,0,0.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-6.1,81,100305,9999,9999,231,9999,9999,9999,999999,999999,999999,9999,0,0.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.3,-5.6,84,100271,9999,9999,232,9999,9999,9999,999999,999999,999999,9999,0,0.0,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,100271,9999,9999,229,9999,9999,9999,999999,999999,999999,9999,130,1.3,0,0,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,100305,9999,9999,237,9999,9999,9999,999999,999999,999999,9999,170,1.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-6.1,85,100373,9999,9999,237,9999,9999,9999,999999,999999,999999,9999,170,1.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-0.6,-3.9,79,100305,9999,9999,251,9999,9999,9999,999999,999999,999999,9999,160,2.7,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,2.2,-3.9,64,100339,9999,9999,261,9999,9999,9999,999999,999999,999999,9999,140,1.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,-3.9,55,100271,9999,9999,270,9999,9999,9999,999999,999999,999999,9999,160,3.1,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.7,-3.3,49,100169,9999,9999,286,9999,9999,9999,999999,999999,999999,9999,210,6.3,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.8,-3.9,44,100068,9999,9999,290,9999,9999,9999,999999,999999,999999,9999,190,6.3,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.8,-3.9,44,100136,9999,9999,301,9999,9999,9999,999999,999999,999999,9999,190,6.3,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.9,-3.3,42,99831,9999,9999,306,9999,9999,9999,999999,999999,999999,9999,190,6.7,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,8.9,-3.3,42,99797,9999,9999,288,9999,9999,9999,999999,999999,999999,9999,190,5.8,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.8,-3.3,46,99729,9999,9999,284,9999,9999,9999,999999,999999,999999,9999,180,4.9,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.7,-3.3,49,99695,9999,9999,279,9999,9999,9999,999999,999999,999999,9999,180,6.7,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-2.2,56,99594,9999,9999,278,9999,9999,9999,999999,999999,999999,9999,170,6.3,2,2,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-2.2,56,99628,9999,9999,288,9999,9999,9999,999999,999999,999999,9999,170,6.3,6,6,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-1.7,58,99458,9999,9999,311,9999,9999,9999,999999,999999,999999,9999,160,4.9,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-2.2,56,99391,9999,9999,285,9999,9999,9999,999999,999999,999999,9999,170,4.5,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-2.2,56,99289,9999,9999,285,9999,9999,9999,999999,999999,999999,9999,170,7.6,5,5,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,-2.2,56,99187,9999,9999,296,9999,9999,9999,999999,999999,999999,9999,180,7.2,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/12,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.7,-2.8,51,99120,9999,9999,298,9999,9999,9999,999999,999999,999999,9999,180,6.3,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,01:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.7,-2.8,51,99153,9999,9999,287,9999,9999,9999,999999,999999,999999,9999,180,6.3,5,5,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,02:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.6,0.0,68,99018,9999,9999,278,9999,9999,9999,999999,999999,999999,9999,190,8.0,2,2,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,5.0,1.1,76,98984,9999,9999,295,9999,9999,9999,999999,999999,999999,9999,190,8.9,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,04:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,2.2,86,98849,9999,9999,293,9999,9999,9999,999999,999999,999999,9999,190,4.9,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,05:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,2.8,89,98883,9999,9999,283,9999,9999,9999,999999,999999,999999,9999,200,6.7,5,5,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,3.3,93,98849,9999,9999,294,9999,9999,9999,999999,999999,999999,9999,190,4.9,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,07:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,3.3,93,98849,9999,9999,294,9999,9999,9999,999999,999999,999999,9999,190,6.3,8,8,777.7,77777,0,'919999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,08:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,4.4,3.9,97,98849,9999,9999,295,9999,9999,9999,999999,999999,999999,9999,200,3.6,8,8,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,6.1,3.9,87,98849,9999,9999,317,9999,9999,9999,999999,999999,999999,9999,180,3.6,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
2019/3/13,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,7.2,3.9,81,98781,9999,9999,323,9999,9999,9999,999999,999999,999999,9999,170,4.0,10,10,777.7,77777,0,'999999999,0,0.0000,0,88,99.000,0.0,1.0
