Time,VAV_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_1:DesPer 1:Des Heat Cap [W],VAV_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_1:DesPer 1:Des Sens Cool Cap [W],VAV_1:DesPer 1:Des Tot Cool Cap [W],VAV_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_1:DesPer 2:Des Heat Cap [W],VAV_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_1:DesPer 2:Des Sens Cool Cap [W],VAV_1:DesPer 2:Des Tot Cool Cap [W],VAV_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_2:DesPer 1:Des Heat Cap [W],VAV_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_2:DesPer 1:Des Sens Cool Cap [W],VAV_2:DesPer 1:Des Tot Cool Cap [W],VAV_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_2:DesPer 2:Des Heat Cap [W],VAV_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_2:DesPer 2:Des Sens Cool Cap [W],VAV_2:DesPer 2:Des Tot Cool Cap [W],VAV_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_3:DesPer 1:Des Heat Cap [W],VAV_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_3:DesPer 1:Des Sens Cool Cap [W],VAV_3:DesPer 1:Des Tot Cool Cap [W],VAV_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_3:DesPer 2:Des Heat Cap [W],VAV_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_3:DesPer 2:Des Sens Cool Cap [W],VAV_3:DesPer 2:Des Tot Cool Cap [W],VAV_5:DesPer 1:Des Heat Mass Flow [kg/s],VAV_5:DesPer 1:Des Heat Cap [W],VAV_5:DesPer 1:Des Cool Mass Flow [kg/s],VAV_5:DesPer 1:Des Sens Cool Cap [W],VAV_5:DesPer 1:Des Tot Cool Cap [W],VAV_5:DesPer 2:Des Heat Mass Flow [kg/s],VAV_5:DesPer 2:Des Heat Cap [W],VAV_5:DesPer 2:Des Cool Mass Flow [kg/s],VAV_5:DesPer 2:Des Sens Cool Cap [W],VAV_5:DesPer 2:Des Tot Cool Cap [W]
04:21:00,5.872976E+00,9.267421E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.836398E+00,6.432138E+04,1.222312E+05,6.192091E+01,9.129688E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.307040E+01,7.089499E+05,1.294145E+06,1.016048E+01,7.416065E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.286549E+00,5.664168E+04,1.131987E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.200574E+00,3.610517E+04,6.242705E+04
04:22:00,5.873008E+00,9.267407E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.838299E+00,6.433782E+04,1.222209E+05,6.192126E+01,9.129673E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.309158E+01,7.091445E+05,1.294068E+06,1.016099E+01,7.415846E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.286409E+00,5.662960E+04,1.131572E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.202564E+00,3.612790E+04,6.243721E+04
04:23:00,5.873040E+00,9.267394E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.840196E+00,6.435419E+04,1.222105E+05,6.192161E+01,9.129658E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.311268E+01,7.093381E+05,1.293989E+06,1.016149E+01,7.415628E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.286266E+00,5.661748E+04,1.131156E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.204551E+00,3.615060E+04,6.244733E+04
04:24:00,5.873071E+00,9.267380E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.842089E+00,6.437051E+04,1.222001E+05,6.192197E+01,9.129643E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.313371E+01,7.095307E+05,1.293910E+06,1.016200E+01,7.415410E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.286119E+00,5.660531E+04,1.130740E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.206536E+00,3.617326E+04,6.245743E+04
04:25:00,5.873103E+00,9.267366E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.843977E+00,6.438678E+04,1.221896E+05,6.192232E+01,9.129627E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.315467E+01,7.097221E+05,1.293829E+06,1.016250E+01,7.415192E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285969E+00,5.659310E+04,1.130324E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.208518E+00,3.619589E+04,6.246750E+04
04:26:00,5.873135E+00,9.267353E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.845862E+00,6.440298E+04,1.221791E+05,6.192267E+01,9.129612E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.317554E+01,7.099125E+05,1.293748E+06,1.016300E+01,7.414976E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285816E+00,5.658084E+04,1.129908E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.210498E+00,3.621849E+04,6.247754E+04
04:27:00,5.873166E+00,9.267339E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.847743E+00,6.441913E+04,1.221685E+05,6.192302E+01,9.129597E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.319634E+01,7.101019E+05,1.293665E+06,1.016350E+01,7.414760E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285660E+00,5.656854E+04,1.129491E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.212476E+00,3.624105E+04,6.248755E+04
04:28:00,5.873198E+00,9.267325E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.849619E+00,6.443522E+04,1.221579E+05,6.192338E+01,9.129582E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.321707E+01,7.102902E+05,1.293581E+06,1.016400E+01,7.414544E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285500E+00,5.655619E+04,1.129074E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.214451E+00,3.626358E+04,6.249754E+04
04:29:00,5.873229E+00,9.267312E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.851492E+00,6.445125E+04,1.221472E+05,6.192373E+01,9.129567E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.323772E+01,7.104774E+05,1.293497E+06,1.016450E+01,7.414329E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285337E+00,5.654380E+04,1.128656E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.216424E+00,3.628608E+04,6.250750E+04
04:30:00,5.873261E+00,9.267298E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.853360E+00,6.446722E+04,1.221365E+05,6.192408E+01,9.129551E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.325829E+01,7.106635E+05,1.293411E+06,1.016500E+01,7.414115E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285171E+00,5.653135E+04,1.128238E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.218395E+00,3.630854E+04,6.251742E+04
04:31:00,5.873292E+00,9.267285E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.855224E+00,6.448314E+04,1.221257E+05,6.192443E+01,9.129536E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.327879E+01,7.108487E+05,1.293325E+06,1.016549E+01,7.413901E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285001E+00,5.651886E+04,1.127820E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.220363E+00,3.633098E+04,6.252733E+04
04:32:00,5.873324E+00,9.267271E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.857084E+00,6.449900E+04,1.221148E+05,6.192478E+01,9.129521E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.329922E+01,7.110327E+05,1.293237E+06,1.016598E+01,7.413688E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284828E+00,5.650632E+04,1.127402E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.222329E+00,3.635337E+04,6.253720E+04
04:33:00,5.873355E+00,9.267258E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.858940E+00,6.451480E+04,1.221040E+05,6.192513E+01,9.129506E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.331956E+01,7.112157E+05,1.293148E+06,1.016648E+01,7.413476E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284651E+00,5.649374E+04,1.126983E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.224292E+00,3.637574E+04,6.254704E+04
04:34:00,5.873387E+00,9.267244E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.860791E+00,6.453054E+04,1.220930E+05,6.192548E+01,9.129491E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.333984E+01,7.113977E+05,1.293059E+06,1.016697E+01,7.413264E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284471E+00,5.648110E+04,1.126563E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.226254E+00,3.639807E+04,6.255686E+04
04:35:00,5.873418E+00,9.267230E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.862639E+00,6.454622E+04,1.220821E+05,6.192583E+01,9.129476E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.336003E+01,7.115786E+05,1.292968E+06,1.016746E+01,7.413052E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284288E+00,5.646842E+04,1.126143E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.228212E+00,3.642037E+04,6.256665E+04
04:36:00,5.873449E+00,9.267217E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.864482E+00,6.456185E+04,1.220710E+05,6.192618E+01,9.129460E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.338016E+01,7.117585E+05,1.292876E+06,1.016794E+01,7.412842E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284101E+00,5.645569E+04,1.125723E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.230169E+00,3.644263E+04,6.257640E+04
04:37:00,5.873481E+00,9.267203E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.866321E+00,6.457742E+04,1.220599E+05,6.192654E+01,9.129445E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.340020E+01,7.119373E+05,1.292784E+06,1.016843E+01,7.412631E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283910E+00,5.644290E+04,1.125303E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.232123E+00,3.646487E+04,6.258613E+04
04:38:00,5.873512E+00,9.267190E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.868156E+00,6.459292E+04,1.220488E+05,6.192688E+01,9.129430E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.342018E+01,7.121151E+05,1.292690E+06,1.016892E+01,7.412422E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283716E+00,5.643007E+04,1.124882E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.234074E+00,3.648706E+04,6.259584E+04
04:39:00,5.873543E+00,9.267176E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.869986E+00,6.460837E+04,1.220376E+05,6.192723E+01,9.129415E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.344008E+01,7.122918E+05,1.292595E+06,1.016940E+01,7.412213E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283518E+00,5.641719E+04,1.124460E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.236024E+00,3.650923E+04,6.260551E+04
04:40:00,5.873575E+00,9.267163E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.871813E+00,6.462376E+04,1.220263E+05,6.192758E+01,9.129400E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.345990E+01,7.124675E+05,1.292499E+06,1.016988E+01,7.412004E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283317E+00,5.640426E+04,1.124038E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.237970E+00,3.653136E+04,6.261515E+04
04:41:00,5.873606E+00,9.267149E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.873635E+00,6.463909E+04,1.220150E+05,6.192793E+01,9.129385E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.347965E+01,7.126422E+05,1.292402E+06,1.017036E+01,7.411797E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283112E+00,5.639128E+04,1.123616E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.239915E+00,3.655346E+04,6.262477E+04
04:42:00,5.873637E+00,9.267136E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.875453E+00,6.465437E+04,1.220037E+05,6.192828E+01,9.129370E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.349933E+01,7.128158E+05,1.292304E+06,1.017084E+01,7.411589E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282903E+00,5.637824E+04,1.123193E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.241857E+00,3.657553E+04,6.263436E+04
04:43:00,5.873669E+00,9.267122E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.877267E+00,6.466958E+04,1.219922E+05,6.192863E+01,9.129355E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.351893E+01,7.129884E+05,1.292206E+06,1.017132E+01,7.411383E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282691E+00,5.636516E+04,1.122770E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.243797E+00,3.659757E+04,6.264392E+04
04:44:00,5.873700E+00,9.267109E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.879076E+00,6.468474E+04,1.219808E+05,6.192898E+01,9.129340E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.353846E+01,7.131600E+05,1.292106E+06,1.017180E+01,7.411176E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282475E+00,5.635203E+04,1.122347E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.245734E+00,3.661957E+04,6.265345E+04
04:45:00,5.873731E+00,9.267095E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.880883E+00,6.469986E+04,1.219693E+05,6.192933E+01,9.129325E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.355793E+01,7.133307E+05,1.292005E+06,1.017228E+01,7.410971E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282384E+00,5.634063E+04,1.121948E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.247670E+00,3.664154E+04,6.266295E+04
04:46:00,5.873762E+00,9.267082E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.882692E+00,6.471500E+04,1.219579E+05,6.192968E+01,9.129310E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.357738E+01,7.135012E+05,1.291905E+06,1.017275E+01,7.410766E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282389E+00,5.633059E+04,1.121570E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.249602E+00,3.666347E+04,6.267243E+04
04:47:00,5.873793E+00,9.267068E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.884515E+00,6.473035E+04,1.219467E+05,6.193002E+01,9.129295E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.359694E+01,7.136732E+05,1.291806E+06,1.017322E+01,7.410562E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282403E+00,5.632065E+04,1.121193E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.251533E+00,3.668537E+04,6.268187E+04
04:48:00,5.873825E+00,9.267055E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.886377E+00,6.474624E+04,1.219364E+05,6.193037E+01,9.129280E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.361683E+01,7.138498E+05,1.291715E+06,1.017370E+01,7.410358E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282438E+00,5.631103E+04,1.120821E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.253461E+00,3.670724E+04,6.269129E+04
04:49:00,5.873856E+00,9.267041E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.888319E+00,6.476324E+04,1.219277E+05,6.193072E+01,9.129265E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.363744E+01,7.140364E+05,1.291639E+06,1.017417E+01,7.410154E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282521E+00,5.630207E+04,1.120458E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.255386E+00,3.672908E+04,6.270068E+04
04:50:00,5.873887E+00,9.267028E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.890399E+00,6.478217E+04,1.219217E+05,6.193107E+01,9.129250E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.365933E+01,7.142410E+05,1.291589E+06,1.017464E+01,7.409952E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282687E+00,5.629427E+04,1.120112E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.257310E+00,3.675088E+04,6.271004E+04
04:51:00,5.873918E+00,9.267015E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.892704E+00,6.480424E+04,1.219202E+05,6.193141E+01,9.129235E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.368322E+01,7.144735E+05,1.291578E+06,1.017510E+01,7.409750E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.282983E+00,5.628828E+04,1.119793E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.259231E+00,3.677266E+04,6.271937E+04
04:52:00,5.873949E+00,9.267001E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.895339E+00,6.483092E+04,1.219251E+05,6.193176E+01,9.129220E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.371044E+01,7.147524E+05,1.291632E+06,1.017557E+01,7.409548E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.283493E+00,5.628528E+04,1.119515E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.261164E+00,3.679460E+04,6.272888E+04
04:53:00,5.873980E+00,9.266988E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.898379E+00,6.486327E+04,1.219379E+05,6.193211E+01,9.129205E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.374157E+01,7.150860E+05,1.291764E+06,1.017604E+01,7.409347E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.284257E+00,5.628583E+04,1.119287E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.263100E+00,3.681658E+04,6.273844E+04
04:54:00,5.874011E+00,9.266974E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.901903E+00,6.490236E+04,1.219602E+05,6.193245E+01,9.129190E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.377736E+01,7.154848E+05,1.291987E+06,1.017650E+01,7.409147E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.285331E+00,5.629071E+04,1.119121E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.265034E+00,3.683853E+04,6.274796E+04
04:55:00,5.874042E+00,9.266961E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.905985E+00,6.494926E+04,1.219933E+05,6.193280E+01,9.129175E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.381857E+01,7.159592E+05,1.292317E+06,1.017696E+01,7.408947E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.286767E+00,5.630065E+04,1.119026E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.266965E+00,3.686044E+04,6.275746E+04
04:56:00,5.874073E+00,9.266948E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.910705E+00,6.500506E+04,1.220389E+05,6.193314E+01,9.129160E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.386599E+01,7.165203E+05,1.292768E+06,1.017742E+01,7.408747E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.288621E+00,5.631643E+04,1.119012E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.268895E+00,3.688234E+04,6.276694E+04
04:57:00,5.874104E+00,9.266934E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.916101E+00,6.507031E+04,1.220976E+05,6.193349E+01,9.129145E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.392014E+01,7.171753E+05,1.293350E+06,1.017788E+01,7.408548E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.290931E+00,5.633856E+04,1.119087E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.270823E+00,3.690420E+04,6.277640E+04
04:58:00,5.874135E+00,9.266921E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.922179E+00,6.514508E+04,1.221696E+05,6.193384E+01,9.129130E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.398077E+01,7.179209E+05,1.294059E+06,1.017834E+01,7.408350E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.293691E+00,5.636699E+04,1.119249E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.272734E+00,3.692585E+04,6.278563E+04
04:59:00,5.874166E+00,9.266907E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.928978E+00,6.522991E+04,1.222553E+05,6.193418E+01,9.129115E+05,2.823797E+01,0.000000E+00,0.000000E+00,2.823797E+01,0.000000E+00,6.404845E+01,7.187649E+05,1.294903E+06,1.017880E+01,7.408153E+04,2.823797E+00,0.000000E+00,0.000000E+00,2.823797E+00,0.000000E+00,5.296938E+00,5.640222E+04,1.119505E+05,1.411899E+00,5.291969E+04,1.411899E+00,0.000000E+00,0.000000E+00,1.411899E+00,0.000000E+00,3.274643E+00,3.694745E+04,6.279483E+04
