Time,BASEMENT:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],BASEMENT:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
03:19:00,1.003643E+04,3.277387E+04,3.393937E-01,2.310149E+00,1.443688E+04,4.891516E+04,4.882003E-01,3.447908E+00,1.646643E+05,5.320798E+05,5.568319E+00,3.750498E+01,9.710598E+04,4.683085E+04,3.283754E+00,3.300990E+00,2.586765E+04,3.601443E+03,8.745976E-01,2.538825E-01,1.722345E+04,2.358036E+03,5.823298E-01,1.662293E-01,2.563418E+04,3.428348E+03,8.667042E-01,2.416796E-01,1.720466E+04,2.699731E+03,5.816945E-01,1.903182E-01,2.801314E+05,3.740526E+04,9.471350E+00,2.636876E+00,1.846528E+05,2.446867E+04,6.243148E+00,1.724918E+00,2.788403E+05,3.605513E+04,9.427699E+00,2.541695E+00,1.865898E+05,2.796603E+04,6.308637E+00,1.971475E+00,3.865646E+04,2.875880E+03,1.306977E+00,2.027317E-01,2.527224E+04,1.887785E+03,8.544512E-01,1.330774E-01,3.859752E+04,2.762857E+03,1.304984E+00,1.947639E-01,2.553742E+04,2.205742E+03,8.634166E-01,1.554926E-01
03:20:00,1.003663E+04,3.279670E+04,3.394005E-01,2.311759E+00,1.443849E+04,4.893896E+04,4.882548E-01,3.449585E+00,1.646832E+05,5.323679E+05,5.568958E+00,3.752529E+01,9.711585E+04,4.683933E+04,3.284088E+00,3.301588E+00,2.586787E+04,3.600897E+03,8.746051E-01,2.538439E-01,1.722359E+04,2.357470E+03,5.823347E-01,1.661894E-01,2.563440E+04,3.428083E+03,8.667117E-01,2.416610E-01,1.720480E+04,2.698510E+03,5.816993E-01,1.902322E-01,2.801339E+05,3.740078E+04,9.471434E+00,2.636560E+00,1.846544E+05,2.446391E+04,6.243203E+00,1.724582E+00,2.788428E+05,3.605374E+04,9.427783E+00,2.541597E+00,1.865914E+05,2.795168E+04,6.308691E+00,1.970464E+00,3.865754E+04,2.873077E+03,1.307014E+00,2.025341E-01,2.527294E+04,1.885791E+03,8.544748E-01,1.329368E-01,3.859861E+04,2.760350E+03,1.305021E+00,1.945872E-01,2.553811E+04,2.202808E+03,8.634402E-01,1.552857E-01
03:21:00,1.003683E+04,3.281951E+04,3.394073E-01,2.313366E+00,1.444010E+04,4.896271E+04,4.883093E-01,3.451259E+00,1.647021E+05,5.326552E+05,5.569596E+00,3.754554E+01,9.712569E+04,4.684773E+04,3.284421E+00,3.302180E+00,2.586809E+04,3.600346E+03,8.746126E-01,2.538051E-01,1.722373E+04,2.356902E+03,5.823395E-01,1.661493E-01,2.563463E+04,3.427814E+03,8.667193E-01,2.416420E-01,1.720494E+04,2.697288E+03,5.817041E-01,1.901460E-01,2.801364E+05,3.739622E+04,9.471518E+00,2.636238E+00,1.846560E+05,2.445909E+04,6.243257E+00,1.724242E+00,2.788453E+05,3.605226E+04,9.427868E+00,2.541492E+00,1.865930E+05,2.793730E+04,6.308745E+00,1.969450E+00,3.865863E+04,2.870267E+03,1.307050E+00,2.023360E-01,2.527363E+04,1.883794E+03,8.544983E-01,1.327960E-01,3.859969E+04,2.757836E+03,1.305058E+00,1.944100E-01,2.553881E+04,2.199873E+03,8.634636E-01,1.550788E-01
03:22:00,1.003703E+04,3.284229E+04,3.394140E-01,2.314971E+00,1.444171E+04,4.898641E+04,4.883637E-01,3.452930E+00,1.647209E+05,5.329416E+05,5.570233E+00,3.756573E+01,9.713551E+04,4.685607E+04,3.284753E+00,3.302768E+00,2.586831E+04,3.599790E+03,8.746201E-01,2.537659E-01,1.722388E+04,2.356330E+03,5.823443E-01,1.661090E-01,2.563485E+04,3.427539E+03,8.667268E-01,2.416226E-01,1.720508E+04,2.696065E+03,5.817090E-01,1.900597E-01,2.801389E+05,3.739156E+04,9.471602E+00,2.635910E+00,1.846576E+05,2.445422E+04,6.243311E+00,1.723898E+00,2.788478E+05,3.605068E+04,9.427952E+00,2.541381E+00,1.865946E+05,2.792290E+04,6.308800E+00,1.968434E+00,3.865970E+04,2.867451E+03,1.307087E+00,2.021374E-01,2.527433E+04,1.881793E+03,8.545218E-01,1.326549E-01,3.860077E+04,2.755316E+03,1.305094E+00,1.942323E-01,2.553950E+04,2.196937E+03,8.634870E-01,1.548718E-01
03:23:00,1.003723E+04,3.286504E+04,3.394208E-01,2.316575E+00,1.444332E+04,4.901007E+04,4.884181E-01,3.454598E+00,1.647397E+05,5.332271E+05,5.570870E+00,3.758585E+01,9.714530E+04,4.686435E+04,3.285084E+00,3.303351E+00,2.586854E+04,3.599230E+03,8.746276E-01,2.537264E-01,1.722402E+04,2.355756E+03,5.823491E-01,1.660685E-01,2.563507E+04,3.427259E+03,8.667344E-01,2.416028E-01,1.720523E+04,2.694840E+03,5.817138E-01,1.899734E-01,2.801413E+05,3.738682E+04,9.471686E+00,2.635575E+00,1.846592E+05,2.444929E+04,6.243365E+00,1.723551E+00,2.788503E+05,3.604901E+04,9.428036E+00,2.541263E+00,1.865962E+05,2.790846E+04,6.308854E+00,1.967417E+00,3.866078E+04,2.864628E+03,1.307123E+00,2.019384E-01,2.527502E+04,1.879788E+03,8.545452E-01,1.325136E-01,3.860185E+04,2.752789E+03,1.305131E+00,1.940541E-01,2.554019E+04,2.194000E+03,8.635103E-01,1.546648E-01
03:24:00,1.003743E+04,3.288776E+04,3.394276E-01,2.318177E+00,1.444493E+04,4.903369E+04,4.884725E-01,3.456263E+00,1.647586E+05,5.335118E+05,5.571507E+00,3.760592E+01,9.715506E+04,4.687255E+04,3.285414E+00,3.303929E+00,2.586876E+04,3.598664E+03,8.746351E-01,2.536865E-01,1.722416E+04,2.355178E+03,5.823540E-01,1.660278E-01,2.563530E+04,3.426974E+03,8.667419E-01,2.415827E-01,1.720537E+04,2.693613E+03,5.817186E-01,1.898869E-01,2.801438E+05,3.738198E+04,9.471769E+00,2.635234E+00,1.846608E+05,2.444430E+04,6.243419E+00,1.723199E+00,2.788528E+05,3.604725E+04,9.428121E+00,2.541138E+00,1.865978E+05,2.789400E+04,6.308908E+00,1.966397E+00,3.866185E+04,2.861799E+03,1.307159E+00,2.017390E-01,2.527571E+04,1.877779E+03,8.545685E-01,1.323719E-01,3.860293E+04,2.750255E+03,1.305167E+00,1.938755E-01,2.554088E+04,2.191062E+03,8.635336E-01,1.544576E-01
03:25:00,1.003763E+04,3.291046E+04,3.394343E-01,2.319777E+00,1.444654E+04,4.905726E+04,4.885269E-01,3.457924E+00,1.647774E+05,5.337956E+05,5.572143E+00,3.762593E+01,9.716479E+04,4.688069E+04,3.285743E+00,3.304503E+00,2.586898E+04,3.598094E+03,8.746425E-01,2.536463E-01,1.722430E+04,2.354598E+03,5.823588E-01,1.659869E-01,2.563552E+04,3.426684E+03,8.667494E-01,2.415622E-01,1.720551E+04,2.692385E+03,5.817234E-01,1.898003E-01,2.801463E+05,3.737705E+04,9.471853E+00,2.634886E+00,1.846624E+05,2.443926E+04,6.243473E+00,1.722843E+00,2.788553E+05,3.604540E+04,9.428205E+00,2.541007E+00,1.865994E+05,2.787951E+04,6.308962E+00,1.965375E+00,3.866292E+04,2.858963E+03,1.307195E+00,2.015391E-01,2.527639E+04,1.875766E+03,8.545917E-01,1.322300E-01,3.860400E+04,2.747714E+03,1.305203E+00,1.936963E-01,2.554156E+04,2.188123E+03,8.635568E-01,1.542504E-01
03:26:00,1.003783E+04,3.293313E+04,3.394411E-01,2.321375E+00,1.444815E+04,4.908079E+04,4.885812E-01,3.459583E+00,1.647962E+05,5.340786E+05,5.572779E+00,3.764587E+01,9.717450E+04,4.688876E+04,3.286071E+00,3.305072E+00,2.586920E+04,3.597520E+03,8.746500E-01,2.536058E-01,1.722445E+04,2.354015E+03,5.823636E-01,1.659457E-01,2.563574E+04,3.426388E+03,8.667570E-01,2.415414E-01,1.720565E+04,2.691156E+03,5.817282E-01,1.897136E-01,2.801488E+05,3.737204E+04,9.471937E+00,2.634532E+00,1.846640E+05,2.443416E+04,6.243527E+00,1.722484E+00,2.788578E+05,3.604345E+04,9.428289E+00,2.540870E+00,1.866010E+05,2.786500E+04,6.309016E+00,1.964352E+00,3.866398E+04,2.856122E+03,1.307231E+00,2.013387E-01,2.527708E+04,1.873749E+03,8.546149E-01,1.320879E-01,3.860507E+04,2.745167E+03,1.305239E+00,1.935168E-01,2.554225E+04,2.185183E+03,8.635799E-01,1.540432E-01
03:27:00,1.003803E+04,3.295578E+04,3.394479E-01,2.322971E+00,1.444975E+04,4.910428E+04,4.886355E-01,3.461238E+00,1.648150E+05,5.343607E+05,5.573415E+00,3.766576E+01,9.718418E+04,4.689676E+04,3.286398E+00,3.305636E+00,2.586942E+04,3.596940E+03,8.746575E-01,2.535649E-01,1.722459E+04,2.353430E+03,5.823684E-01,1.659044E-01,2.563596E+04,3.426088E+03,8.667645E-01,2.415202E-01,1.720580E+04,2.689924E+03,5.817331E-01,1.896267E-01,2.801512E+05,3.736693E+04,9.472021E+00,2.634172E+00,1.846656E+05,2.442901E+04,6.243581E+00,1.722120E+00,2.788603E+05,3.604141E+04,9.428373E+00,2.540726E+00,1.866026E+05,2.785045E+04,6.309069E+00,1.963326E+00,3.866505E+04,2.853274E+03,1.307267E+00,2.011380E-01,2.527776E+04,1.871729E+03,8.546380E-01,1.319454E-01,3.860613E+04,2.742613E+03,1.305275E+00,1.933367E-01,2.554293E+04,2.182242E+03,8.636029E-01,1.538358E-01
03:28:00,1.003823E+04,3.297840E+04,3.394547E-01,2.324566E+00,1.445136E+04,4.912772E+04,4.886898E-01,3.462890E+00,1.648338E+05,5.346420E+05,5.574050E+00,3.768559E+01,9.719383E+04,4.690469E+04,3.286725E+00,3.306195E+00,2.586964E+04,3.596356E+03,8.746649E-01,2.535237E-01,1.722473E+04,2.352841E+03,5.823732E-01,1.658629E-01,2.563619E+04,3.425782E+03,8.667720E-01,2.414986E-01,1.720594E+04,2.688692E+03,5.817379E-01,1.895398E-01,2.801537E+05,3.736174E+04,9.472104E+00,2.633806E+00,1.846672E+05,2.442380E+04,6.243635E+00,1.721753E+00,2.788627E+05,3.603927E+04,9.428457E+00,2.540575E+00,1.866042E+05,2.783588E+04,6.309123E+00,1.962299E+00,3.866610E+04,2.850420E+03,1.307303E+00,2.009367E-01,2.527844E+04,1.869705E+03,8.546610E-01,1.318027E-01,3.860720E+04,2.740053E+03,1.305311E+00,1.931562E-01,2.554361E+04,2.179300E+03,8.636259E-01,1.536284E-01
03:29:00,1.003843E+04,3.300099E+04,3.394615E-01,2.326158E+00,1.445296E+04,4.915111E+04,4.887440E-01,3.464540E+00,1.648526E+05,5.349225E+05,5.574685E+00,3.770535E+01,9.720346E+04,4.691256E+04,3.287050E+00,3.306750E+00,2.586986E+04,3.595767E+03,8.746724E-01,2.534821E-01,1.722487E+04,2.352250E+03,5.823780E-01,1.658213E-01,2.563641E+04,3.425472E+03,8.667795E-01,2.414767E-01,1.720608E+04,2.687457E+03,5.817427E-01,1.894528E-01,2.801562E+05,3.735646E+04,9.472188E+00,2.633433E+00,1.846687E+05,2.441854E+04,6.243689E+00,1.721382E+00,2.788652E+05,3.603705E+04,9.428541E+00,2.540418E+00,1.866058E+05,2.782128E+04,6.309177E+00,1.961269E+00,3.866716E+04,2.847559E+03,1.307339E+00,2.007351E-01,2.527912E+04,1.867677E+03,8.546840E-01,1.316597E-01,3.860826E+04,2.737486E+03,1.305347E+00,1.929752E-01,2.554428E+04,2.176358E+03,8.636488E-01,1.534209E-01
03:30:00,1.003863E+04,3.302356E+04,3.394683E-01,2.327749E+00,1.445456E+04,4.917447E+04,4.887982E-01,3.466186E+00,1.648713E+05,5.352021E+05,5.575320E+00,3.772506E+01,9.721306E+04,4.692036E+04,3.287375E+00,3.307300E+00,2.587008E+04,3.595173E+03,8.746799E-01,2.534403E-01,1.722501E+04,2.351656E+03,5.823828E-01,1.657794E-01,2.563663E+04,3.425156E+03,8.667871E-01,2.414545E-01,1.720622E+04,2.686221E+03,5.817475E-01,1.893656E-01,2.801586E+05,3.735109E+04,9.472271E+00,2.633055E+00,1.846703E+05,2.441322E+04,6.243743E+00,1.721007E+00,2.788677E+05,3.603474E+04,9.428625E+00,2.540255E+00,1.866074E+05,2.780665E+04,6.309231E+00,1.960238E+00,3.866821E+04,2.844693E+03,1.307374E+00,2.005330E-01,2.527980E+04,1.865645E+03,8.547069E-01,1.315165E-01,3.860931E+04,2.734912E+03,1.305383E+00,1.927938E-01,2.554496E+04,2.173414E+03,8.636716E-01,1.532134E-01
03:31:00,1.003883E+04,3.304610E+04,3.394751E-01,2.329338E+00,1.445617E+04,4.919778E+04,4.888524E-01,3.467829E+00,1.648901E+05,5.354808E+05,5.575954E+00,3.774471E+01,9.722263E+04,4.692810E+04,3.287699E+00,3.307845E+00,2.587030E+04,3.594575E+03,8.746873E-01,2.533981E-01,1.722516E+04,2.351059E+03,5.823876E-01,1.657373E-01,2.563685E+04,3.424836E+03,8.667946E-01,2.414318E-01,1.720636E+04,2.684984E+03,5.817523E-01,1.892784E-01,2.801611E+05,3.734563E+04,9.472354E+00,2.632670E+00,1.846719E+05,2.440785E+04,6.243796E+00,1.720628E+00,2.788702E+05,3.603233E+04,9.428709E+00,2.540085E+00,1.866089E+05,2.779200E+04,6.309285E+00,1.959205E+00,3.866926E+04,2.841820E+03,1.307410E+00,2.003304E-01,2.528047E+04,1.863610E+03,8.547297E-01,1.313730E-01,3.861036E+04,2.732332E+03,1.305418E+00,1.926119E-01,2.554563E+04,2.170469E+03,8.636943E-01,1.530058E-01
03:32:00,1.003903E+04,3.306861E+04,3.394819E-01,2.330925E+00,1.445777E+04,4.922104E+04,4.889065E-01,3.469469E+00,1.649088E+05,5.357588E+05,5.576588E+00,3.776430E+01,9.723218E+04,4.693577E+04,3.288022E+00,3.308385E+00,2.587052E+04,3.593972E+03,8.746948E-01,2.533555E-01,1.722530E+04,2.350460E+03,5.823924E-01,1.656950E-01,2.563708E+04,3.424510E+03,8.668021E-01,2.414088E-01,1.720651E+04,2.683745E+03,5.817571E-01,1.891910E-01,2.801636E+05,3.734009E+04,9.472438E+00,2.632279E+00,1.846735E+05,2.440243E+04,6.243850E+00,1.720246E+00,2.788727E+05,3.602984E+04,9.428793E+00,2.539909E+00,1.866105E+05,2.777732E+04,6.309339E+00,1.958170E+00,3.867031E+04,2.838941E+03,1.307445E+00,2.001274E-01,2.528115E+04,1.861570E+03,8.547524E-01,1.312292E-01,3.861141E+04,2.729745E+03,1.305454E+00,1.924295E-01,2.554630E+04,2.167523E+03,8.637170E-01,1.527981E-01
03:33:00,1.003924E+04,3.309110E+04,3.394887E-01,2.332510E+00,1.445937E+04,4.924427E+04,4.889607E-01,3.471106E+00,1.649276E+05,5.360359E+05,5.577222E+00,3.778383E+01,9.724170E+04,4.694337E+04,3.288344E+00,3.308921E+00,2.587074E+04,3.593364E+03,8.747022E-01,2.533127E-01,1.722544E+04,2.349857E+03,5.823972E-01,1.656525E-01,2.563730E+04,3.424179E+03,8.668096E-01,2.413855E-01,1.720665E+04,2.682504E+03,5.817619E-01,1.891036E-01,2.801660E+05,3.733446E+04,9.472521E+00,2.631882E+00,1.846751E+05,2.439695E+04,6.243904E+00,1.719859E+00,2.788752E+05,3.602725E+04,9.428877E+00,2.539726E+00,1.866121E+05,2.776261E+04,6.309392E+00,1.957133E+00,3.867135E+04,2.836056E+03,1.307480E+00,1.999240E-01,2.528182E+04,1.859528E+03,8.547751E-01,1.310852E-01,3.861246E+04,2.727152E+03,1.305489E+00,1.922467E-01,2.554697E+04,2.164576E+03,8.637397E-01,1.525903E-01
03:34:00,1.003944E+04,3.311356E+04,3.394955E-01,2.334093E+00,1.446097E+04,4.926745E+04,4.890147E-01,3.472740E+00,1.649463E+05,5.363122E+05,5.577855E+00,3.780331E+01,9.725119E+04,4.695091E+04,3.288665E+00,3.309453E+00,2.587096E+04,3.592752E+03,8.747096E-01,2.532695E-01,1.722558E+04,2.349252E+03,5.824020E-01,1.656099E-01,2.563752E+04,3.423843E+03,8.668171E-01,2.413618E-01,1.720679E+04,2.681263E+03,5.817666E-01,1.890160E-01,2.801685E+05,3.732874E+04,9.472604E+00,2.631478E+00,1.846767E+05,2.439141E+04,6.243958E+00,1.719469E+00,2.788776E+05,3.602458E+04,9.428961E+00,2.539538E+00,1.866137E+05,2.774788E+04,6.309446E+00,1.956094E+00,3.867239E+04,2.833164E+03,1.307516E+00,1.997202E-01,2.528249E+04,1.857481E+03,8.547977E-01,1.309409E-01,3.861350E+04,2.724553E+03,1.305525E+00,1.920634E-01,2.554764E+04,2.161628E+03,8.637622E-01,1.523825E-01
03:35:00,1.003964E+04,3.313600E+04,3.395023E-01,2.335674E+00,1.446256E+04,4.929058E+04,4.890688E-01,3.474370E+00,1.649650E+05,5.365876E+05,5.578488E+00,3.782272E+01,9.726066E+04,4.695839E+04,3.288985E+00,3.309980E+00,2.587118E+04,3.592135E+03,8.747171E-01,2.532260E-01,1.722572E+04,2.348645E+03,5.824068E-01,1.655670E-01,2.563774E+04,3.423503E+03,8.668246E-01,2.413378E-01,1.720693E+04,2.680019E+03,5.817714E-01,1.889283E-01,2.801710E+05,3.732294E+04,9.472687E+00,2.631069E+00,1.846783E+05,2.438583E+04,6.244011E+00,1.719075E+00,2.788801E+05,3.602181E+04,9.429044E+00,2.539343E+00,1.866153E+05,2.773311E+04,6.309500E+00,1.955053E+00,3.867343E+04,2.830267E+03,1.307551E+00,1.995159E-01,2.528315E+04,1.855431E+03,8.548203E-01,1.307964E-01,3.861454E+04,2.721947E+03,1.305560E+00,1.918797E-01,2.554830E+04,2.158680E+03,8.637847E-01,1.521746E-01
03:36:00,1.003984E+04,3.315841E+04,3.395091E-01,2.337254E+00,1.446416E+04,4.931367E+04,4.891228E-01,3.475998E+00,1.649837E+05,5.368622E+05,5.579120E+00,3.784208E+01,9.727011E+04,4.696579E+04,3.289304E+00,3.310502E+00,2.587140E+04,3.591513E+03,8.747245E-01,2.531821E-01,1.722587E+04,2.348034E+03,5.824116E-01,1.655240E-01,2.563796E+04,3.423157E+03,8.668320E-01,2.413134E-01,1.720707E+04,2.678774E+03,5.817762E-01,1.888405E-01,2.801734E+05,3.731705E+04,9.472771E+00,2.630654E+00,1.846799E+05,2.438019E+04,6.244065E+00,1.718677E+00,2.788826E+05,3.601896E+04,9.429128E+00,2.539141E+00,1.866169E+05,2.771833E+04,6.309553E+00,1.954010E+00,3.867446E+04,2.827364E+03,1.307586E+00,1.993112E-01,2.528382E+04,1.853377E+03,8.548427E-01,1.306516E-01,3.861558E+04,2.719334E+03,1.305595E+00,1.916955E-01,2.554897E+04,2.155730E+03,8.638071E-01,1.519667E-01
03:37:00,1.004004E+04,3.318079E+04,3.395159E-01,2.338832E+00,1.446576E+04,4.933672E+04,4.891768E-01,3.477623E+00,1.650024E+05,5.371361E+05,5.579752E+00,3.786138E+01,9.727952E+04,4.697314E+04,3.289623E+00,3.311019E+00,2.587162E+04,3.590887E+03,8.747319E-01,2.531380E-01,1.722601E+04,2.347421E+03,5.824163E-01,1.654807E-01,2.563818E+04,3.422806E+03,8.668395E-01,2.412886E-01,1.720721E+04,2.677528E+03,5.817810E-01,1.887526E-01,2.801759E+05,3.731107E+04,9.472854E+00,2.630232E+00,1.846815E+05,2.437450E+04,6.244119E+00,1.718276E+00,2.788850E+05,3.601602E+04,9.429212E+00,2.538934E+00,1.866185E+05,2.770351E+04,6.309607E+00,1.952966E+00,3.867549E+04,2.824454E+03,1.307620E+00,1.991061E-01,2.528448E+04,1.851319E+03,8.548651E-01,1.305065E-01,3.861661E+04,2.716715E+03,1.305630E+00,1.915109E-01,2.554963E+04,2.152780E+03,8.638294E-01,1.517586E-01
03:38:00,1.004024E+04,3.320315E+04,3.395227E-01,2.340408E+00,1.446736E+04,4.935973E+04,4.892308E-01,3.479245E+00,1.650211E+05,5.374090E+05,5.580384E+00,3.788063E+01,9.728891E+04,4.698042E+04,3.289940E+00,3.311533E+00,2.587184E+04,3.590256E+03,8.747394E-01,2.530935E-01,1.722615E+04,2.346805E+03,5.824211E-01,1.654373E-01,2.563840E+04,3.422450E+03,8.668470E-01,2.412635E-01,1.720736E+04,2.676280E+03,5.817858E-01,1.886646E-01,2.801783E+05,3.730501E+04,9.472937E+00,2.629805E+00,1.846830E+05,2.436875E+04,6.244172E+00,1.717871E+00,2.788875E+05,3.601299E+04,9.429295E+00,2.538720E+00,1.866201E+05,2.768867E+04,6.309660E+00,1.951919E+00,3.867652E+04,2.821539E+03,1.307655E+00,1.989006E-01,2.528514E+04,1.849258E+03,8.548875E-01,1.303612E-01,3.861764E+04,2.714090E+03,1.305665E+00,1.913258E-01,2.555029E+04,2.149828E+03,8.638517E-01,1.515506E-01
